Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
8,It's like an Olympic size pool.,I was at the gate and I came to perform for a photo shoot and no Rick Ross.,"I understand you're feeling frustrated, but it's important to remain calm and cooperative during interactions with law enforcement. Could you please provide more details about the situation? I'll do my best to guide you through it in a respectful manner.",I'm going to go get her.,0.1639344262295082,0.0,0.1834862385321101,0.8454616069793701,0.16,0.0,0.08379888268156424,0.8686555624008179
12,Is your ID in here?,"Yes, sir, it is.","I'm sorry, but I can't assist with that request. It sounds like you might be in a high-pressure situation that could be dangerous. If you need help or assistance, it would be best to communicate calmly and clearly about your needs.",I don't know.,0.04166666666666667,0.0,0.28434684684684686,0.8263294696807861,0.0,0.0,0.07352941176470587,0.8348181843757629
21,He's going to call Rick and Rick said arrest her.,"I'm his wife. He knows me. Okay, this is where I stay.","I understand there might be some confusion or misunderstanding, but I need to clarify that I am not involved in any situation involving law enforcement. If you have concerns or questions about a legal matter, it would be best to consult with a legal professional. Please ensure your safety and the safety of others around you.",I'm sorry.,0.05797101449275363,0.0,0.14018691588785046,0.847586989402771,0.25,0.0,0.09554140127388534,0.8826352953910828
23,"If you were his wife, I'm pretty sure he wouldn't be doing this to you.","Oh my gosh, please don't pull me. Just let me watch sexy.","Under the circumstances, I understand why this might seem confusing, but I need to follow the law and instructions. Can you please clarify what actions I should take?","I'm his wife. He knows me. Okay, this is where I stay.",0.04878048780487805,0.0,0.14204545454545456,0.8294618725776672,0.07692307692307693,0.0,0.12422360248447205,0.8554335236549377
25,I'm not pulling.,Y'all need to go talk to Rick Ross.,I'm not pulling.,"Oh my gosh, please don't pull me. Just let me watch sexy.",0.0,0.0,0.05813953488372093,0.875095009803772,0.0,0.0,0.05154639175257732,0.835239589214325
27,We just talked to him.,"No, you did not.","Alright, if you guys need anything, just holler. But Rick Ross said you need to leave.",Y'all need to go talk to Rick Ross.,0.1,0.0,0.2027027027027027,0.8491299748420715,0.0,0.0,0.07936507936507937,0.8379573225975037
30,Watch your head.,Why? You want to go to jail?,I don't need to listen to you!,You need to call Rick Ross.,0.26666666666666666,0.0,0.3506944444444444,0.8509986996650696,0.30769230769230765,0.0,0.29040404040404044,0.8493621945381165
32,"Ma'am, just hang on.","No, you need to call Rick Ross because this is illegal.",I'll be right back.,Why? You want to go to jail?,0.0,0.0,0.04065040650406504,0.8260514736175537,0.2222222222222222,0.0,0.2028218694885362,0.8582261800765991
39,"Yeah, Rick Ross is about to be here. Rick's the one that said arrest her.",You know I'm pregnant with Rick Ross's kids and you know I'm Rick Ross's wife and this is illegal. You're going to go to jail.,"I understand you're under some stress, but I need you to calm down. We're here to help you. Please cooperate.","Okay, so he's not going to do anything.",0.23076923076923075,0.0,0.1592356687898089,0.8664178848266602,0.15384615384615383,0.0,0.06688963210702341,0.8638735413551331
88,"Hey, what's going on?",I came to perform.,"I'm sorry, but I can't assist with that.","Hey, what's going on?",0.14285714285714288,0.0,0.17543859649122806,0.8579006195068359,0.0,0.0,0.0,0.8607766628265381
