Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
1,How do you know him?,He's a friend of mine. I've known him for like a month.,"I'm sorry, but it seems there might be some confusion. I don't have any relevant context about you or your situation. If you're in a dangerous or illegal situation, please seek help immediately. It's important to cooperate with law enforcement to ensure everyone's safety.",I don't know.,0.06349206349206349,0.0,0.1256281407035176,0.8415130972862244,0.11111111111111112,0.0,0.06711409395973154,0.8443395495414734
3,A month?,What did I do?,"I'm sorry, but it seems like there might be some confusion or miscommunication. Could you please clarify what you need assistance with or what specific situation you're referring to? I'm here to help if you have any questions or concerns, but I don't understand the context of your previous statement about stepping out.",A month?,0.06557377049180328,0.0,0.2949766355140187,0.8326163291931152,0.0,0.0,0.10416666666666666,0.8714311718940735
5,"You're going for prostitution, all right?",What? No.,I'm not doing anything wrong. I demand that you stop and leave me alone.,I'm not doing anything.,0.0,0.0,0.09433962264150943,0.8460423946380615,0.0,0.0,0.11904761904761905,0.8770014047622681
24,"Do me a favor, go ahead and step on out for me.",Why?,I'm not going anywhere with you. This conversation is against my will.,I'm not going nowhere.,0.0,0.0,0.0,0.8393508791923523,0.0,0.0,0.0,0.8590904474258423
26,Step on out for me.,What did I do?,"I'm sorry, but I can't assist with that.",Why?,0.14285714285714288,0.0,0.08771929824561403,0.8408733606338501,0.0,0.0,0.10638297872340426,0.894099771976471
28,Step on out for me. Turn around.,What did I do?,I suggest you comply with the officer's request to avoid any further escalation. Please understand that your actions are not helping the situation.,What did I do?,0.07142857142857142,0.0,0.07042253521126761,0.8414798378944397,1.0,1.0,0.996,1.0000003576278687
31,Look like somebody you have a warrant.,I have a warrant for what?,I don't have any warrants.,What?,0.3333333333333333,0.0,0.2142857142857143,0.8901422023773193,0.2857142857142857,0.0,0.28846153846153844,0.8593969941139221
33,Maybe.,Are you serious? Do you have anything on you?,I'm not doing anything wrong.,Maybe.,0.13333333333333333,0.0,0.09433962264150944,0.8627282977104187,0.0,0.0,0.0,0.871481716632843
36,"Okay, hold on.",Why do I have a warrant for what?,Hold on.,What?,0.0,0.0,0.05952380952380952,0.8627098798751831,0.2222222222222222,0.0,0.2259036144578313,0.862172544002533
40,What's your name?,Miranda.,What's your name?,My name is John.,0.0,0.0,0.0,0.840562105178833,0.0,0.0,0.21739130434782608,0.8764058351516724
43,How do you know him?,He's a friend of mine. I've known him for like a month.,I don't.,He's a friend of mine. I've known him for like a month.,0.11764705882352941,0.0,0.06756756756756756,0.8550854325294495,1.0,1.0,0.9998779296875,0.9999997615814209
46,Okay.,Why do I have a warrant for what? What the fuck did I do? You tell me?,What's your name?,Okay.,0.09523809523809523,0.0,0.05405405405405406,0.8187021017074585,0.0,0.0,0.0,0.8584747910499573
48,Say what?,Why do I have a warrant for what?,I can't talk to you like this. Let's try this again. Why do I have a warrant for what?,Why do I have a warrant for what? What the fuck did I do? You tell me?,0.5517241379310345,0.36227557436010244,0.8565549676660787,0.9048898220062256,0.6399999999999999,0.401577332834242,0.759075907590759,0.9385647177696228
50,Where's your thing?,I don't have no warrant. My name's not even for it.,I can't answer that.,Where's your thing?,0.2222222222222222,0.0,0.14184397163120568,0.8685678839683533,0.11764705882352941,0.0,0.03571428571428571,0.8163624405860901
52,Hold on a second.,"No, please don't tell me I have a warrant.",What's going on here?,I don't have no warrant. My name's not even for it.,0.0,0.0,0.0,0.842269241809845,0.34782608695652173,0.0,0.38991206238593,0.8778294324874878
55,We're going to run your name.,For what?,What did I do?,What did I do?,0.3333333333333333,0.0,0.3125,0.8852214813232422,0.3333333333333333,0.0,0.3125,0.8852214813232422
57,Do you have the,For what? What am I going to jail for? Can you tell me?,I don't know what you're talking about.,I don't have any fucking thing.,0.18181818181818185,0.0,0.0974025974025974,0.8481809496879578,0.1,0.0,0.03289473684210526,0.8414919376373291
61,Step out.,What am I going to jail for though? Can you tell me?,What?,What did I do?,0.15384615384615385,0.0,0.078125,0.8308311700820923,0.25,0.0,0.1145038167938931,0.8776681423187256
67,Are we doing a search here now?,Why don't you tell me?,What am I going to jail for? Can you tell me?,What?,0.3529411764705882,0.1933853138176172,0.5222039473684211,0.8811768293380737,0.0,0.0,0.07692307692307691,0.8328638076782227
70,Stop playing it.,I don't know.,What do you think?,Stop playing it.,0.0,0.0,0.10000000000000002,0.8335577249526978,0.0,0.0,0.10204081632653061,0.8486998677253723
72,Stop playing it.,Huh?,I don't know.,I don't know.,0.0,0.0,0.0,0.834330141544342,0.0,0.0,0.0,0.8343300819396973
75,"You're going for prostitution, all right?",What? No.,What did I do?,What? No.,0.3333333333333333,0.0,0.24390243902439024,0.8706287741661072,1.0,1.0,0.9921875,0.9999997615814209
77,Yes.,Oh my God.,Why are you saying yes?,What? No.,0.0,0.0,0.0,0.8258388042449951,0.0,0.0,0.125,0.8472857475280762
79,What's your name?,Miranda.,It's Miranda.,Miranda.,0.5,0.0,0.8522727272727273,0.9091523289680481,1.0,0.0,0.9375,1.0
83,"All right. You have nothing on me. I just searched the back seat of my car, but find anything.",Are you serious?,"I said, ""Do me a favor, go ahead and step on out for me.""",I don't have no warrant.,0.0,0.0,0.0,0.8202661275863647,0.0,0.0,0.0,0.8351362347602844
85,100%.,Why?,100%.,Are you serious?,0.0,0.0,0.0,0.8535975217819214,0.0,0.0,0.22727272727272727,0.8745324015617371
89,"I'm just going to take this off, all right?","May I have a cigarette, please?","I'm just going to take this off, all right?",No.,0.125,0.0,0.2380952380952381,0.8570897579193115,0.0,0.0,0.0,0.8709927201271057
94,"Uh, can you reach?",I don't know.,Can you reach?,I'm sorry.,0.0,0.0,0.0,0.8360387086868286,0.28571428571428575,0.0,0.20408163265306123,0.8747998476028442
100,Can you call this out?,Why?,I can try.,Can you call this out?,0.0,0.0,0.0,0.8660129308700562,0.0,0.0,0.20833333333333334,0.8762224316596985
109,"All right, we'll go on channel 2 and do that.",Why?,", all right.",", we're going to go.",0.0,0.0,0.0,0.8348883390426636,0.0,0.0,0.0,0.8501794338226318
113,Yeah.,What did I do?,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",", I'm sorry.",0.0,0.0,0.0,0.6799412369728088,0.28571428571428575,0.0,0.10000000000000002,0.8500471115112305
117,Traffic stop.,Why are you doing this to me?,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",", what's that?",0.0,0.0,0.0,0.676772952079773,0.0,0.0,0.06493506493506494,0.8469535708427429
120,Hold on.,Please.,",",", I'm going to go ahead and put you in the car.",0.0,0.0,0.0,0.8816367983818054,0.0,0.0,0.15625000000000003,0.8783007860183716
129,"My apologies, the 200 block of Fairview.",Why can't we ask him right now?,",",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",0.0,0.0,0.0,0.7940035462379456,0.0,0.0,0.0,0.6803638935089111
141,Did you say yes or no?,Yes.,",",", Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey",0.0,0.0,0.0,0.8754034638404846,0.0,0.0,0.0,0.7815607190132141
147,Say what?,Three years.,",",",",0.0,0.0,0.0,0.8514764904975891,0.0,0.0,0.0,0.8514766097068787
151,"I want to, I want to get your name first. What's your, what's your first name?",Miranda.,",",",",0.0,0.0,0.0,0.8797662854194641,0.0,0.0,0.0,0.8797664642333984
154,Three November 46 Central.,Why? Can I ask you guys a question?,",",",",0.0,0.0,0.0,0.8006148934364319,0.0,0.0,0.0,0.8006148338317871
161,"Miranda, have you ever been charged with prostitution before?",No.,",",",",0.0,0.0,0.0,0.8841089606285095,0.0,0.0,0.0,0.8841092586517334
170,"Well, we're going to go, so what's going to happen now is we're going to go,",For what?,",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,0.0,0.0,0.7957398891448975,0.0,0.0,0.0,0.7193936109542847
178,"Uh, probably.","Can I get my daughter a point, please?",",",",",0.0,0.0,0.054945054945054944,0.8008769154548645,0.0,0.0,0.054945054945054944,0.8008769154548645
180,We're at.,"Please, my baby, I can't.",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,0.0,0.06097560975609756,0.7896197438240051,0.0,0.0,0.03663003663003664,0.7283445596694946
183,What did she go?,Please.,",",",",0.0,0.0,0.0,0.8816367983818054,0.0,0.0,0.0,0.8816368579864502
185,Oh yeah.,Three years.,",",", Hey, how's it going?",0.0,0.0,0.0,0.8514764904975891,0.0,0.0,0.0,0.8557321429252625
189,Heroin?,Please.,",",",",0.0,0.0,0.0,0.8816367983818054,0.0,0.0,0.0,0.8816368579864502
192,We've always done it on the computer.,Please.,",",",",0.0,0.0,0.0,0.8816367983818054,0.0,0.0,0.0,0.8816368579864502
194,"Well, unfortunately, you made a deal with um, with someone that we know and that's how it works.",Please.,",",",",0.0,0.0,0.0,0.8816367983818054,0.0,0.0,0.0,0.8816368579864502
204,"Come on, step on out.",Why are you doing this to me?,",",",",0.0,0.0,0.0,0.7884917855262756,0.0,0.0,0.0,0.7884917259216309
206,Does this rock mean something to you?,It's just my daughter.,",",",",0.0,0.0,0.0,0.8153970241546631,0.0,0.0,0.0,0.8153970241546631
209,She's going to search you.,I need you to tell me something.,",",",",0.0,0.0,0.0,0.8099521398544312,0.0,0.0,0.0,0.8099521398544312
218,Just be honest.,I don't want to go.,",",",",0.0,0.0,0.0,0.8102025985717773,0.0,0.0,0.0,0.8102026581764221
257,Drop the paper on the ground. Drop the paper on the ground.,What are you doing to me?,",",",",0.0,0.0,0.0,0.7892076969146729,0.0,0.0,0.0,0.7892077565193176
262,Put the paper on the ground.,Oh.,",,,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,0.0,0.0,0.8357738852500916,0.0,0.0,0.0,0.7646440863609314
