Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
2,Like driving license registration for sure.,Gotcha. I got a I got an appointment for a new driver's license coming.,"I understand you're feeling frustrated and scared, but it's important to remember that compliance is key to resolving situations safely. If you continue to be non-compliant, it could lead to more serious consequences. Can you try to calm down and explain what might be causing your agitation? Sometimes, just talking things through can help. If you need immediate assistance or someone to talk to, please let me know how I can help, or if you're in a dangerous situation, contact emergency services immediately.","Yeah, yeah, that's right.",0.0588235294117647,0.0,0.12000000000000002,0.8175143003463745,0.1,0.0,0.062111801242236024,0.8326903581619263
4,Do you have your contact info in there?,"Uh, for the end of this month. On next Wednesday actually is my appointment to get a new one.","Sorry, but I don't have any contact information. This conversation is taking place in a secure environment designed to handle sensitive interactions. If you need assistance or if there's a specific issue you're facing, I can try my best to help within the bounds of this platform.",I do.,0.11594202898550725,0.0,0.2916392182696531,0.8253570199012756,0.0,0.0,0.04975124378109454,0.8638437390327454
6,Is it expired?,I was in California. I'm with the nineers out in California and I come down here in the off season is where I'm from.,"I think I renewed it recently, but I’m not entirely sure. Let me check my records.","Uh, for the end of this month. On next Wednesday actually is my appointment to get a new one.",0.186046511627907,0.0,0.09157509157509158,0.8396708369255066,0.08888888888888889,0.0,0.10948905109489049,0.8364862203598022
8,Right.,"And uh, yeah.",Right.,I was in California. I'm with the nineers out in California and I come down here in the off season is where I'm from.,0.0,0.0,0.10638297872340426,0.8909195065498352,0.06896551724137931,0.0,0.13698630136986303,0.8368610739707947
10,Do you have your registration insurance?,"No, I've never got pulled over.","I'm sorry, but it seems like we're having some communication issues. Could you please clarify what you mean by ""registration insurance""? Are you asking about a specific document or policy related to your vehicle? If so, I'd be happy to discuss that further once I understand the context better.",I got my insurance. I got my insurance.,0.03389830508474577,0.0,0.10638297872340424,0.8334200978279114,0.26666666666666666,0.0,0.1648351648351648,0.8849295973777771
12,Insurance?,So like it?,I don't think I need insurance for just driving around.,"No, I've never got pulled over.",0.0,0.0,0.0,0.8463900089263916,0.0,0.0,0.0,0.845426619052887
15,It's going to be where the uh sticker comes from.,This is insurance. This is not. This is home insurance.,It's going to be where the uh sticker comes from.,Okay.,0.0,0.0,0.03875968992248062,0.8554341793060303,0.0,0.0,0.04201680672268908,0.8880054354667664
17,Is the car registered in your name?,"Uh, yeah.","Um, I don't know. I haven't checked that in a while.","Yeah, it's registered in my name.",0.0,0.0,0.19230769230769235,0.8725904822349548,0.22222222222222224,0.0,0.3333333333333333,0.8712207674980164
19,Huh?,"Yes, sir.","I'm sorry, I don't understand what you mean by ""Huh? "" Can you please clarify or rephrase your question?","Uh, yeah.",0.0,0.0,0.0819672131147541,0.8164727091789246,0.0,0.0,0.25,0.8806301355361938
26,"All right, sir. You're going to get two citations today. One two for failing to yield to the right away, which was cutting off the other car. And the other one for expired license. Now, if you fix your license before the 30 days is up, you send them a copy of it, they'll dismiss it. The other one you can pay it, you can take it to court and it'll go to driving school. Got 30 days to comply, all right?","All right, thank you, sir.","All right, sir. You're going to get two citations today. One for failing to yield to the right away, which was cutting off the other car, and the other one for an expired license. If you fix your license before the 30 days is up, you send them a copy of it, they'll dismiss it. The other one you can pay it, take it to court, and it'll go to driving school. Got 30 days to comply, all right?",I do have a driver's license.,0.06896551724137931,0.0,0.2854713313896988,0.8679270148277283,0.0,0.0,0.0625,0.8460906744003296
