Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
1,Who do you work for?,Orange County. Can I call a friend?,"I'm sorry, but I don't understand the context of your question. Could you please clarify or provide more information?",I don't work for nobody. I just live here. I have my own place.,0.07142857142857142,0.0,0.14285714285714288,0.835713803768158,0.09090909090909091,0.0,0.10101010101010102,0.8669902682304382
3,"No, man, that's not how that works.",You're going to have my gun. My mom is getting married this weekend.,"I understand you're feeling frustrated, but it's important to address this situation with the appropriate authorities. If you need help or someone to talk to, there are resources available. Is there any way I can assist you with something else?",Orange County. Can I call a friend?,0.14285714285714285,0.0,0.18324607329842932,0.8400081992149353,0.0,0.0,0.032679738562091505,0.8627660274505615
6,"Listen, man, you got to pull yourself together.","I swear, I'll have someone come pick me up, please. I'm having a rough night, okay?","Listen, man, you got to pull yourself together. But we need to address this situation calmly. Can you understand that?","I'm in the wedding, but I was trying to run away. You know what I mean?",0.0,0.0,0.10775862068965517,0.858991265296936,0.17142857142857143,0.0,0.15418502202643172,0.8635408282279968
8,This is no disrespect to your dad. I don't think you should disrespect him either by bringing this up.,"I'm having a rough night, okay? My mom's getting married to another guy.","I understand this might be tough for me too, but I need to focus on what we're discussing now. Can you just listen and help me understand why you're acting this way?","I swear, I'll have someone come pick me up, please. I'm having a rough night, okay?",0.0816326530612245,0.0,0.1256281407035176,0.8564156293869019,0.42424242424242425,0.3386854985606571,0.5885637703819522,0.8961188197135925
10,Where are you headed to?,To a circle. I'm nervous because my mom's getting married to another guy and I don't know what to do.,"I'm just here to get my gun, then I need to go.",I'm going to go back to my house.,0.27777777777777773,0.0,0.2216796875,0.8652941584587097,0.25,0.0,0.14893617021276595,0.8666859865188599
12,That's got nothing to do with you. How old are you? You're almost 30 years old and you want to blame your actions on the fact that your mom is choosing to move on with her life?,I can assure you that I am terrified.,"I understand this might be tough, but I need to focus on what's happening now. I just need someone to listen. I'm having a hard time, and I don't know what to do.","I'm having a rough night, okay? My mom's getting married to another guy and I don't know what to do.",0.0909090909090909,0.0,0.12295081967213115,0.8702426552772522,0.12903225806451613,0.0,0.14018691588785046,0.8600859642028809
14,What do you do for employment?,I'm a deputy sheriff.,"I'm here for a police interaction, and I'm not in a position to discuss my employment at the moment. Can I get some help now?",I'm a deputy sheriff.,0.18750000000000003,0.0,0.23809523809523808,0.8779743313789368,1.0,1.0,0.9976851851851852,0.9999999403953552
16,Have you had anything to drink tonight?,Yeah.,I haven't had anything to drink. I just need to calm down.,I've had one beer.,0.0,0.0,0.15151515151515152,0.8841288685798645,0.0,0.0,0.20833333333333334,0.9031288027763367
18,"Where are you headed to, though?",Circle.,I need to get out of here.,To a circle.,0.0,0.0,0.19230769230769235,0.892110288143158,0.5,0.0,0.8522727272727273,0.9059739112854004
20,"What kind of circle? You say you're heading to a circle, like a Circle K or what what do you mean?","Can I call my mom? Can I call my mom? Please. Can you loosen the cuffs, man? Please, please, bro. Come on, man. Please, please. These cuffs, come on, man. Look, bro, I listen, man, I'm a deputy, all right? Come on, can you help me out?","I'm just here, you know. It's not what it seems.",A circle.,0.1,0.0,0.07333208512762902,0.8318568468093872,0.039999999999999994,0.0,0.015576323987538943,0.8301414847373962
22,"Yeah, but I'm just finish this real quick.",Are you going to let me call my mom? Promise?,"I need to call my mom, man. Can you at least let me make one phone call? Please.","Can I call my mom? Can I call my mom? Please. Can you loosen the cuffs, man? Please, please, bro. Come on, man. Please, please. These cuffs, come on, man. Look, bro, I listen, man, I'm a deputy, all right? Come on, can you help me out?",0.2857142857142857,0.0,0.48557692307692313,0.9049980044364929,0.10344827586206896,0.03716889166066414,0.31980389921331664,0.8535965085029602
25,Why would I do that?,"Come on, man, please. Please. Can you help me out? Please open the door. Can you help me out? Please. Can I call my mom, please? Just please, for the love of God, loosen the cuffs. Come on, man. It's hot as fuck back here. Can you help me out, man? Please, man. I'm begging you. Can you please loosen the cuffs? Please. I'm I I You want to beg you? Can you let me out so I can throw up? I had a bad burger tonight. Please, bro. Can you can you loosen the cuffs? I don't want to throw up in your car. Come on. Hey, I'm going to throw up, bro. I had a bad burger for dinner, bro. Can you loosen the cuffs?","I need to call my mom, okay? Please.",Can you open the door? Can you please open the door?,0.07142857142857144,3.2904910707825387e-07,0.04856396866840731,0.848572313785553,0.12587412587412586,0.0,0.05207042572219768,0.8524835705757141
