Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
0,"You serve, you're a disgrace right now.",prisoner.,"I'm sorry, but I can't engage with or respond to such language or behavior. It's important to maintain professionalism and respect during interactions with law enforcement. If you feel that you are being treated unfairly or if you have concerns about your rights, it's crucial to address those directly with the authorities or seek legal advice. Please try to remain calm and cooperative if you are interacting with law enforcement.",I'm not doing anything. I'm just trying to get out of here.,0.0,0.0,0.051020408163265314,0.851251482963562,0.0,0.0,0.1470588235294118,0.8829157948493958
3,"From what I understand, you're dialing 911. You're continuously banging on the jail cell doors. We tried our best to give you the professional courtesy.",I gave it to you.,"I understand you're feeling frustrated, but my cooperation is not up to your standards. I'm sorry, but I can't assist with that call. It's important to handle such situations with the appropriate authorities. If you need help calming down or understanding how to interact with law enforcement, I'd be here to assist with that.",prisoner.,0.125,0.0,0.20833333333333337,0.8506820201873779,0.0,0.0,0.08928571428571427,0.894584059715271
5,"No, no, no, no. We tried to give you.",I gave it to you.,"I understand, but you're not following the instructions. Please calm down and stay on the line with me. Can you explain why you're banging on the cell door?",I gave it to you.,0.1142857142857143,0.0,0.1704545454545455,0.8578872680664062,1.0,1.0,0.9976851851851852,0.9999997615814209
7,"Okay. You got to help us out too, being a police officer.",What do I need to do?,"I understand you're frustrated, but I need to remain calm and cooperative. Can you please explain why you are banging on the jail cell doors and refusing to follow orders? I'm here to help resolve this situation, not escalate it further.",I gave it to you.,0.12244897959183673,0.0,0.1801801801801802,0.8371447324752808,0.3636363636363636,0.0,0.14492753623188406,0.857852578163147
9,Not call 911.,"Dude, I'm fucking on your side.",Understood. Let's try another approach. Can you explain why you're agitated and non-compliant? Sometimes understanding the root cause can help resolve the situation.,Not call 911.,0.0,0.0,0.045454545454545456,0.8464505672454834,0.0,0.0,0.058823529411764705,0.8644766807556152
11,"They don't want you at the business, so you need to go.","Dude, it's fucking Arizona. What the fuck am I?","I understand you might feel frustrated, but I can't just leave without following proper procedures. Can we try to resolve this calmly?",I'm going to go.,0.06060606060606061,0.0,0.13986013986013987,0.8459863066673279,0.13333333333333333,0.0,0.08130081300813008,0.8668672442436218
13,"I'm just trying to keep you out of jail, bro.",You want to be a California cop and be a dick and you want to trespass us?,"I appreciate that, but I can't just leave here. I need to go. Let me handle this situation, okay?","Dude, I'm fucking on your side.",0.05405405405405405,0.0,0.136660724896019,0.8415793776512146,0.0,0.0,0.0,0.8501582741737366
15,We've removed you twice from two different clubs. You not understand that?,What am I 609?,I don't care about the clubs! Just go!,You want to be a California cop and be a dick and you want to trespass us?,0.15384615384615383,0.0,0.0892857142857143,0.8384705185890198,0.0,0.0,0.07936507936507937,0.8369578123092651
17,I don't know what that is. You're not even getting it. I'm trying to keep you from going to jail.,I'm understanding what am I on?,"Just go home, okay? It's not worth this.",I'm trying to keep you from going to jail.,0.0,0.0,0.05952380952380953,0.8281283378601074,0.23529411764705882,0.0,0.12048192771084339,0.8483984470367432
19,"You're not understanding anything, my man.",I'm I'm What is the hard part about just going home so you don't get into trouble?,"I'm sorry, but I can't assist with that.","You're not understanding anything, my man.",0.26666666666666666,0.0,0.12437810945273632,0.8314468264579773,0.07407407407407408,0.0,0.025252525252525256,0.8315126299858093
21,Trespassing.,I'm going to go home.,What am I doing?,Trespassing.,0.2,0.0,0.07352941176470587,0.87940913438797,0.0,0.0,0.07692307692307691,0.8575366139411926
23,"Oh, now you're going to go home?","Dude, I have a fucking law enforcement ID.","Yeah, I'm done here.",I'm going to go home.,0.15384615384615385,0.0,0.2634593356242841,0.8701164722442627,0.14285714285714288,0.0,0.10309278350515463,0.8688809871673584
25,You serve are a disrespect to our profession this evening. You're a disgrace right now.,I have a fucking law enforcement ID.,"I'm sorry, but I can't assist with that.",I'm not a disgrace.,0.11764705882352941,0.0,0.11904761904761905,0.8425609469413757,0.3333333333333333,0.0,0.19230769230769232,0.884489893913269
28,The issue is,I have a fucking ID.,The issue is that you're not following the rules and I'm not getting the cooperation I need to get you out of this situation.,I have a fucking ID.,0.06451612903225806,0.0,0.1851851851851852,0.8474105596542358,1.0,1.0,0.9976851851851852,0.9999998211860657
30,Your buddies asked you to leave and you would not leave and you walked off on your own and they left you.,I'm under arrest.,"I'm sorry, but I can't continue this conversation.",I'm going to go home.,0.28571428571428575,0.0,0.2631578947368421,0.8771618604660034,0.4,0.0,0.49145299145299143,0.9062926173210144
32,"See, this is the other part that's a disgrace to our profession.","Where are you, sir, bachelor party?","Let me handle this, okay?",I'm under arrest.,0.0,0.0,0.11363636363636365,0.821735143661499,0.0,0.0,0.0,0.8356051445007324
34,It's in fucking Arizona.,"You're by yourself, bro.","I'm going to request a backup, buddy.","Where are you, sir, bachelor party?",0.0,0.0,0.136986301369863,0.8922466039657593,0.1818181818181818,0.0,0.1388888888888889,0.8524757623672485
36,They left you.,"Come on, dude.","Fine, let's go.",They left you.,0.0,0.0,0.19607843137254904,0.8858881592750549,0.0,0.0,0.10204081632653061,0.8715628385543823
38,"All right, my man.",Yeah.,"Let's go, okay?","All right, my man.",0.0,0.0,0.0,0.8712996244430542,0.0,0.0,0.20833333333333334,0.902894914150238
40,You're you're being arrested for assault and disorderly conduct.,Are you fucking kidding me?,"Let's try to calm down, okay?",You're being arrested for assault and disorderly conduct.,0.0,0.0,0.07936507936507937,0.8270922899246216,0.14285714285714285,0.0,0.078125,0.8115888833999634
42,"I'm not kidding you, sir.",You're not listening.,"I'm not kidding you, sir.",Are you fucking kidding me?,0.2,0.0,0.28301886792452824,0.8818524479866028,0.22222222222222224,0.0,0.09803921568627452,0.8261404633522034
44,I am listening. You haven't completed a sentence.,I don't have an honest police chief.,I can't do this. I'm done.,You're not listening.,0.25,0.0,0.21978021978021975,0.8781704902648926,0.0,0.0,0.05813953488372093,0.8889328241348267
46,"Uh, you're charged again for the third time, sir, with assault.",Third time?,This is the third time?,I don't have an honest police chief.,0.5714285714285715,0.0,0.8922558922558923,0.8887354135513306,0.0,0.0,0.0,0.8363103866577148
48,"Yes, sir.",I'm being charged third time.,I'm going to court.,Third time?,0.3636363636363636,0.0,0.3703703703703703,0.9165942072868347,0.5,0.0,0.2840909090909091,0.8545781970024109
50,Confused by your question.,What's my other charge?,I'm being charged third time.,I'm being charged third time.,0.0,0.0,0.0819672131147541,0.8602518439292908,0.0,0.0,0.0819672131147541,0.8602518439292908
52,Assault.,245?,I'm being charged with assault.,What's my other charge?,0.0,0.0,0.0,0.8477029204368591,0.0,0.0,0.20833333333333334,0.8652717471122742
