start_time,speaker_label,transcript
00:00,[Officer],"Okay. Good, hurry up. Good. So what's going on?"
00:03,[Employee],"So, um, we're here for my son's birthday party. This is not our son. And um, this one of his friends apparently has stomach problems today and was going to the bathroom. He said, when he came close, he said he pictures for it."
00:16,[Bystander],Over the.
00:17,[Employee],Over the guys.
00:18,[Employee],"So I saw his name tag and I'm probably guilty of checking his cell phone. Cuz I so happened to be in there. I was checking on this kid, so I happened to be in the bathroom. He was walking, he was like, that guy in there is taking pictures."
00:24,[Bystander],So.
00:30,[Employee],"So I knocked on the freaking stall, checked the stall. I didn't see any pictures of him specifically, but I also I did see picture like I went through his deleted and looked at a picture of January 9th of shooting under the stall at a different pair of shoes than he had on."
00:46,[Narrator],"The parent told police the child was shaken after seeing the employee snap photos from above the stall. When confronted, the parent spotted more disturbing videos on the employee's phone."
00:55,[Employee],that I confronted him. So I don't know what ended up happening with the picture. But I'm thinking about this is not a song. We want to make sure it's like documented that that went down here.
01:04,[Officer],"Uh, have you notified his parents?"
01:06,[Employee],Yes.
01:06,[Officer],Are they going to come up here?
01:08,[Bystander],They're coming.
01:09,[Officer],That's great.
01:10,[Bystander],"I mean, I can give you that phone number you can call her."
01:12,[Officer],Yeah.
01:13,[Bystander],The guy's been going up.
01:15,[Parent of the child],He's been trying to take pictures. That's why he was in the bathroom.
01:18,[Employee],We need support before we take him home. Or else this kid's going to just start taking pictures of random kids.
01:24,[Bystander],"But no, he's got to at least mark it."
01:25,[Parent of the child],"Yeah, don't be scared to be documented because he's working."
01:28,[Bystander],Yeah.
01:31,[Officer],"Print it in, describe everything that you told me. Signature, address, phone number, all that stuff at the bottom, right?"
01:37,[Employee],Yeah.
01:40,[Officer],What does he look like?
01:41,[Bystander],What about him?
01:42,[Officer],What does he look like?
01:43,[Employee],"Yeah, I'll talk to the parents first."
01:44,[Officer],Call.
01:45,[Bystander],Call.
01:48,[Officer],Are they all right with it?
01:51,[Officer],All right.
01:53,[Bystander],You know what.
01:55,[Officer],You know what.
01:57,[Bystander],"Yeah, he's."
01:58,[Parent of the child],He's.
01:58,[Employee],He's.
01:59,[Bystander],He's.
02:00,[Parent of the child],"You know, he's."
02:01,[Bystander],"You know, he's."
02:02,[Parent of the child],He's.
02:03,[Bystander],He's.
02:04,[Officer],"You able to find the same individual, right?"
02:06,[Bystander],Yeah.
02:07,[Officer],"Okay, this time."
02:13,[Officer],"So, kind of slowly cuz I got to write as you talk. What happened exactly?"
02:18,[Child],"So, I was sick in the bathroom."
02:20,[Officer],You're throwing up?
02:21,[Child],"Yeah, throwing up and like."
02:24,[Child],Basically.
02:26,[Officer],All right. Then what what happened when you're in there?
02:28,[Child],"Like, I was just sitting there for a while and like when I was just about to get ready, I looked up and then I saw like a camera. But like."
02:37,[Child],"Yeah, he was like that. But like I was wondering why I was in there for a long because he wasn't like using the bathroom, like sitting down."
02:47,[Child],"Yeah, and I saw."
02:51,[Narrator],"The child explained to the officer that as he was getting up from the toilet, he looked up and saw a hand holding a camera snapping photos. He was absolutely certain about what he saw."
03:02,[Officer],You heard him doing this or you could see him?
03:04,[Child],"No, I could like because like no, like there was like under the stall, I could see his shadows and his shoes. And I was wondering why I was like in there. So I looked down and then I see a shadow and he's like just taking a while doing the thing."
03:21,[Officer],Did you like pull up your pants when you saw that?
03:23,[Child],"Yeah, I was like getting ready to."
03:35,[Officer],Did I glance in the stall where his shoes like facing towards your stall or facing away?
03:40,[Child],"Uh, forward, but I'm pretty sure when he took the picture, he like stood up on his tippy toes."
03:46,[Officer],And they were like facing towards your stall?
03:48,[Child],"Uh, no."
03:50,[Officer],I'm going to go back to the other room.
03:53,[Bystander],Take care of that.
03:54,[Officer],About how long do you think you were in there?
03:58,[Child],15.
04:04,[Child],"Uh, yeah, the first time I was in there, he was in there still, but then the second time I went in, that's when I'm pretty sure he took the pictures."
04:13,[Officer],About how long in between?
04:16,[Child],Five minutes. I walked out and then walked back in.
04:21,[Officer],And he was in there the first time you were in there?
04:23,[Child],Yeah.
04:25,[Narrator],"The officer had heard enough. It was time to confront the suspect and question him about his actions, but the real question is, will he come clean? Let's find out."
04:34,[Officer],All right. Where is Thomas?
04:36,Janet,Thomas.
04:37,[Officer],Is there only one Thomas working?
04:43,Janet,"So I'm actually a visiting manager. I'm from Washington and I'm here to support this store. Um, I think there's only one Thomas working, but I know Thomas and I can bring him to a private area where we can have a discussion. Um, if that's what you want to do, right? You want to talk to Thomas?"
05:02,Janet,Give us one second before you call him. Just we're waiting on a couple people to leave before we talk to him.
05:06,[Bystander],"Yeah, I."
05:08,Janet,I can also walk you through the bathroom and.
05:11,[Officer],Is there an exit over there?
05:13,Janet,"Um, I I don't know. Well, we have an employee exit. So there are multiple exits on the other side of the building."
05:22,[Officer],Okay.
05:23,Janet,The building.
05:25,Janet,"This is by the way, this is uh our general manager."
05:29,[Officer],You guys you guys can all step in here for a minute.
05:34,[Officer],"So, before you call him, just a second."
05:42,[Officer],"So, here here's kind of the deal. I'm not going to tell you everything that happened, but basically Thomas is about to get arrested. So, do you want us to take him out the employee exit or do you want us to parade him through Dave and Buster's?"
05:52,Janet,Let's go out through the side exit.
05:54,[Officer],All right.
05:57,Janet,Okay.
06:00,[Officer],I'll take you back to the uh the tech office.
06:03,[Officer],So I'd rather you not call him and we'll just walk to him and then we'll take him off the employee exit.
06:08,Janet,All right.
06:09,[Officer],Yeah.
06:14,[Bystander],That's not.
06:17,[Bystander],Okay.
06:22,[Bystander],Yeah.
06:23,[Bystander],Yeah.
06:24,[Bystander],Yeah.
06:25,[Bystander],Yeah.
06:26,[Bystander],Yeah.
06:27,[Bystander],Yeah.
06:28,[Bystander],Yeah.
06:29,[Bystander],Yeah.
06:30,[Bystander],Yeah.
06:31,[Bystander],Yeah.
06:32,[Bystander],Yeah.
06:33,[Bystander],Yeah.
06:34,[Bystander],Yeah.
06:35,[Bystander],Yeah.
06:36,[Bystander],Yeah.
06:37,[Bystander],Yeah.
06:38,[Bystander],Yeah.
06:39,[Bystander],Yeah.
06:40,[Bystander],Yeah.
06:41,[Bystander],Yeah.
06:42,[Bystander],Yeah.
06:43,[Bystander],Yeah.
06:44,[Bystander],Yeah.
06:45,[Bystander],Yeah.
06:46,[Bystander],Yeah.
06:47,[Bystander],Yeah.
06:48,[Bystander],Yeah.
06:49,[Bystander],Yeah.
06:50,[Bystander],Yeah.
06:51,[Bystander],Yeah.
06:52,[Bystander],Yeah.
06:53,[Bystander],Yeah.
06:54,[Bystander],Yeah.
06:55,[Bystander],Yeah.
06:56,[Bystander],Yeah.
06:57,[Bystander],Yeah.
06:58,[Bystander],Yeah.
06:59,[Bystander],Yeah.
07:00,[Bystander],Yeah.
07:01,[Bystander],Yeah.
07:02,[Bystander],Yeah.
07:03,[Bystander],Yeah.
07:04,[Bystander],Yeah.
07:05,[Bystander],Yeah.
07:06,[Bystander],Yeah.
07:07,[Bystander],Yeah.
07:08,[Bystander],Yeah.
07:09,[Bystander],Yeah.
07:10,[Bystander],Yeah.
07:11,[Bystander],Yeah.
07:12,[Bystander],There's another guy back there.
07:14,[Bystander],Yeah.
07:15,[Bystander],Yeah.
07:16,[Bystander],Yeah.
07:17,[Officer],"Hey, Thomas. Can we talk to you for a second over here?"
07:19,Thomas,Sure.
07:20,[Bystander],Good job.
07:21,[Officer],Good job.
07:22,[Bystander],Good job.
07:23,[Officer],Good job.
07:24,[Bystander],Good job.
07:25,[Officer],Good job.
07:26,[Bystander],Good job.
07:27,[Officer],Good job.
07:28,[Bystander],Good job.
07:29,[Officer],Good job.
07:30,[Bystander],Good job.
07:31,[Officer],"Go ahead and turn around for us, please."
07:32,Thomas,"Okay, sir. Walk with me."
07:33,[Officer],Just walk.
07:44,[Officer],Are those keys in your radio? Probably.
07:46,Thomas,Yes.
07:47,[Officer],"Okay. I'm going to take them off, okay?"
07:48,Thomas,"Okay. I'm going to go into jail. We'll explain everything to you, all right?"
07:52,[Officer],"Do you have your ID with you, Thomas?"
07:53,Thomas,It's in my car.
07:54,[Officer],It's in the car. Which where's your car at?
07:56,Thomas,It's the Toyota Prius.
08:01,[Officer],All right.
08:04,Thomas,Yes.
08:05,[Officer],"Okay. I'm going to take them off, okay?"
08:06,Thomas,"Okay. I'm going to go into jail. We'll explain everything to you, all right?"
08:09,[Officer],"Do you have your ID with you, Thomas?"
08:11,Thomas,It's in my car.
08:11,[Officer],It's in the car. Which where's your car at?
08:14,Thomas,It's the Toyota Prius.
